"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors"
"2017-06-06T10:43:53";"1";"0";"250";"170";"383";"49.0";"30.0";"0"
"2017-06-06T10:43:53";"1";"1";"250";"200";"164";"132.0";"-6.0";"0"
"2017-06-06T10:43:54";"1";"2";"250";"50";"749";"21.0";"-11.0";"0"
"2017-06-06T10:43:54";"1";"3";"200";"200";"226";"168.0";"8.0";"0"
"2017-06-06T10:43:55";"1";"4";"150";"20";"735";"-2.0";"-1.0";"0"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors"
"2017-06-06T10:44:12";"1";"0";"100";"170";"3431";"61.0";"42.0";"0"
"2017-06-06T10:44:12";"1";"1";"150";"170";"227";"31.0";"-5.0";"0"
"2017-06-06T10:44:13";"1";"2";"150";"50";"444";"23.0";"8.0";"0"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
"2017-06-06T10:49:23";"1";"0";"150";"20";"1032";"0.0";"-1.0";"0";"False"
"2017-06-06T10:49:23";"1";"1";"150";"200";"224";"-1.0";"-11.0";"0";"False"
"2017-06-06T10:49:24";"1";"2";"250";"200";"312";"13.0";"24.0";"0";"False"
"2017-06-06T10:49:25";"1";"3";"100";"20";"648";"6.0";"3.0";"0";"False"
"2017-06-06T10:49:25";"1";"4";"100";"170";"280";"25.0";"-3.0";"0";"False"
"2017-06-06T10:49:26";"1";"5";"200";"50";"504";"-23.0";"6.0";"0";"False"
"2017-06-06T10:49:27";"1";"6";"200";"20";"672";"-1.0";"-4.0";"0";"False"
"2017-06-06T10:49:27";"1";"7";"100";"200";"256";"48.0";"9.0";"0";"False"
"2017-06-06T10:49:28";"1";"8";"200";"200";"399";"-6.0";"11.0";"0";"False"
"2017-06-06T10:49:28";"1";"9";"200";"200";"440";"31.0";"-17.0";"0";"False"
"2017-06-06T10:49:29";"1";"10";"100";"170";"312";"27.0";"12.0";"0";"False"
"2017-06-06T10:49:29";"1";"11";"250";"170";"352";"24.0";"20.0";"0";"False"
"2017-06-06T10:49:30";"1";"12";"150";"20";"801";"1.0";"4.0";"0";"False"
"2017-06-06T10:49:31";"1";"13";"100";"50";"527";"12.0";"-3.0";"0";"False"
"2017-06-06T10:49:35";"1";"14";"250";"20";"3944";"-7.0";"-3.0";"3";"False"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
<<<<<<< HEAD
"2017-06-06T10:54:48";"1";"0";"250";"20";"976";"-4.0";"3.0";"0";"False"
"2017-06-06T10:54:49";"1";"1";"250";"170";"416";"51.0";"-11.0";"0";"False"
"2017-06-06T10:54:50";"1";"2";"250";"50";"512";"10.0";"-12.0";"0";"False"
"2017-06-06T10:54:51";"1";"3";"100";"200";"224";"12.0";"3.0";"0";"False"
"2017-06-06T10:54:52";"1";"4";"200";"20";"632";"-8.0";"-5.0";"0";"False"
"2017-06-06T10:54:52";"1";"5";"100";"50";"312";"2.0";"-4.0";"0";"False"
"2017-06-06T10:54:53";"1";"6";"250";"20";"528";"-9.0";"-7.0";"0";"False"
"2017-06-06T10:55:00";"1";"7";"100";"170";"6592";"28.0";"-7.0";"0";"False"
"2017-06-06T10:55:00";"1";"8";"150";"170";"248";"29.0";"7.0";"0";"False"
"2017-06-06T10:55:01";"1";"9";"250";"50";"832";"23.0";"-4.0";"0";"False"
"2017-06-06T10:55:02";"1";"10";"150";"200";"488";"82.0";"5.0";"0";"False"
"2017-06-06T10:55:02";"1";"11";"250";"170";"504";"42.0";"-11.0";"0";"False"
"2017-06-06T10:55:03";"1";"12";"150";"200";"424";"13.0";"-1.0";"0";"False"
"2017-06-06T10:55:03";"1";"13";"250";"200";"424";"-43.0";"23.0";"0";"False"
"2017-06-06T10:55:04";"1";"14";"250";"20";"552";"-5.0";"-8.0";"0";"False"
"2017-06-06T10:55:05";"1";"15";"150";"170";"768";"-55.0";"41.0";"0";"False"
"2017-06-06T10:55:07";"1";"16";"200";"20";"680";"-5.0";"0.0";"0";"False"
"2017-06-06T10:55:10";"1";"17";"100";"50";"2936";"5.0";"3.0";"0";"False"
"2017-06-06T10:55:14";"1";"18";"100";"170";"176";"77.0";"-2.0";"0";"False"
"2017-06-06T10:55:15";"1";"19";"100";"170";"336";"54.0";"-3.0";"0";"False"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
"2017-06-06T11:03:12";"1";"0";"150";"200";"520";"-11.946168055497537";"41.39273926110491";"0";"False"
"2017-06-06T11:03:13";"1";"1";"250";"170";"352";"105.65456543517485";"10.576946759162524";"0";"False"
"2017-06-06T11:03:14";"1";"2";"100";"200";"448";"125.05048534524394";"107.0731128489274";"0";"False"
"2017-06-06T11:03:15";"1";"3";"150";"200";"664";"-77.46347106161886";"-68.63460753897363";"1";"False"
"2017-06-06T11:03:16";"1";"4";"100";"50";"816";"12.098300562505301";"-34.77852522924729";"1";"False"
"2017-06-06T11:03:17";"1";"5";"100";"200";"462";"-27.56299352147653";"-73.49510543438652";"0";"False"
"2017-06-06T11:03:18";"1";"6";"200";"200";"1273";"64.05914525519938";"-102.61562088006644";"3";"False"
"2017-06-06T11:03:22";"1";"7";"100";"20";"3257";"1.397459621556095";"-19.0";"6";"False"
"2017-06-06T11:03:22";"1";"8";"150";"170";"-1";"-102.29975400937474";"109.70305524287562";"0";"False"
"2017-06-06T11:03:25";"1";"9";"250";"170";"2608";"-10.604893375699476";"160.59198738632506";"6";"False"
"2017-06-06T11:03:30";"1";"10";"150";"20";"4728";"-1.077578185018183";"-1.190989012386808";"18";"False"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
"2017-06-06T11:03:52";"1";"0";"200";"20";"936";"-2.0";"1.0";"0";"False"
"2017-06-06T11:03:52";"1";"1";"200";"200";"344";"65.0";"2.0";"0";"False"
"2017-06-06T11:03:53";"1";"2";"200";"50";"456";"-4.0";"-11.0";"0";"False"
"2017-06-06T11:03:53";"1";"3";"100";"200";"312";"38.0";"8.0";"0";"False"
"2017-06-06T11:03:54";"1";"4";"150";"50";"576";"-2.0";"8.0";"0";"False"
"2017-06-06T11:03:54";"1";"5";"150";"170";"368";"-51.0";"14.0";"0";"False"
"2017-06-06T11:03:55";"1";"6";"250";"170";"385";"12.0";"-16.0";"0";"False"
"2017-06-06T11:03:56";"1";"7";"250";"50";"552";"-16.0";"9.0";"0";"False"
"2017-06-06T11:03:56";"1";"8";"150";"170";"320";"23.0";"-7.0";"0";"False"
"2017-06-06T11:03:57";"1";"9";"250";"170";"632";"50.0";"25.0";"0";"False"
"2017-06-06T11:03:57";"1";"10";"100";"170";"312";"-60.0";"-24.0";"0";"False"
"2017-06-06T11:03:58";"1";"11";"200";"170";"304";"-46.0";"-2.0";"0";"False"
"2017-06-06T11:03:58";"1";"12";"100";"50";"368";"11.0";"-3.0";"0";"False"
"2017-06-06T11:03:59";"1";"13";"200";"170";"360";"-1.0";"-19.0";"0";"False"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
"2017-06-06T11:04:11";"1";"0";"100";"20";"4928";"-1.0";"-3.0";"12";"False"
"2017-06-06T11:04:16";"1";"1";"250";"20";"4768";"-11.05368692688171";"7.254248593736861";"27";"False"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
"2017-06-06T11:11:04";"1";"0";"100";"170";"496";"2.6194698091744613";"54.7155742747658";"0";"False"
"2017-06-06T11:11:05";"1";"1";"250";"50";"616";"-9.297751155863693";"2.5932041380840474";"0";"False"
"2017-06-06T11:11:07";"1";"2";"250";"200";"880";"12.61363558934977";"92.31583923104995";"0";"False"
"2017-06-06T11:11:07";"1";"3";"250";"170";"640";"-22.63689839067922";"-58.961923789097824";"0";"False"
"2017-06-06T11:11:08";"1";"4";"100";"200";"408";"-23.0";"0.0";"0";"False"
"2017-06-06T11:11:09";"1";"5";"200";"200";"232";"-12.165379807986938";"-55.05361374831406";"0";"False"
